"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-16","3.3",",,W","0.0",",,X,2400","8.9",",,X","-2.8",",,X","  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-17","2.4",",,W","0.0",",,X,2400","17.8",",,X","7.8",",,X","  220",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-18","5.8",",,W","0.0",",,X,2400","19.4",",,X","6.7",",,X","  270",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-19","12.2",",,W","0.0",",,X,2400","12.2",",,X","-5.0",",,X","  320",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-20","7.0",",,W","0.0",",,X,2400","3.9",",,X","-6.1",",,X","  330",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-21","5.1",",,W","8.1",",,X,2400","2.8",",,X","-4.4",",,X","   20",",,X","    1",",,W","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-22","5.6",",,W","0.0",",,X,2400","1.7",",,X","-8.3",",,X","  360",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-23","3.2",",,W","0.0",",,X,2400","5.0",",,X","-5.0",",,X","   20",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-24","2.9",",,W","1.0",",,X,2400","5.6",",,X","-3.3",",,X","  170",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-25","6.1",",,W","32.8",",,X,2400","14.4",",,X","0.6",",,X","  310",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-26","4.8",",,W","0.0",",,X,2400","6.1",",,X","-0.6",",,X","  310",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-27","4.5",",,W","0.0",",,X,2400","10.0",",,X","1.7",",,X","  300",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-02-28","6.0",",,W","11.2",",,X,2400","15.6",",,X","3.9",",,X","  320",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-01","5.7",",,W","0.0",",,X,2400","7.2",",,X","0.6",",,X","  320",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-02","7.6",",,W","0.0",",,X,2400","11.7",",,X","-3.9",",,X","  310",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-03","4.7",",,W","0.0",",,X,2400","0.6",",,X","-7.2",",,X","  320",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-04","4.4",",,W","0.0",",,X,2400","5.0",",,X","-3.3",",,X","  160",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-05","7.2",",,W","0.0","T,,X,2400","14.4",",,X","5.0",",,X","  180",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-06","7.4",",,W","52.8",",,X,2400","13.3",",,X","8.9",",,X","  160",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-07","8.6",",,W","2.0",",,X,2400","11.7",",,X","1.1",",,X","  170",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-08","3.1",",,W","0.0",",,X,2400","7.8",",,X","-1.7",",,X","   10",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-09","6.2",",,W","0.3",",,X,2400","7.8",",,X","0.6",",,X","  110",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-10","8.8",",,W","30.0",",,X,2400","12.2",",,X","2.8",",,X","  140",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-11","5.5",",,W","25.1",",,X,2400","12.8",",,X","4.4",",,X","  140",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-12","6.2",",,W","0.0",",,X,2400","12.8",",,X","3.3",",,X","  270",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-13","7.0",",,W","0.0",",,X,2400","10.0",",,X","5.0",",,X","  290",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-14","3.6",",,W","0.0",",,X,2400","6.1",",,X","2.8",",,X","  300",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-15","3.5",",,W","0.0",",,X,2400","7.2",",,X","0.6",",,X","  150",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-16","4.1",",,W","14.2",",,X,2400","13.3",",,X","2.8",",,X","   50",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-17","4.3",",,W","0.0",",,X,2400","17.2",",,X","6.7",",,X","  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-18","5.3",",,W","0.0",",,X,2400","23.9",",,X","10.6",",,X","  290",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-19","7.5",",,W","0.0",",,X,2400","14.4",",,X","3.9",",,X","  320",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-20","4.0",",,W","0.0",",,X,2400","8.9",",,X","1.1",",,X","  360",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-21","3.8",",,W","9.9",",,X,2400","7.2",",,X","2.2",",,X","  170",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-22","5.3",",,W","0.0","T,,X,2400","9.4",",,X","4.4",",,X","  320",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-23","4.4",",,W","13.7",",,X,2400","4.4",",,X","0.0",",,X","   70",",,X","    1",",,W",,,"    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-24","5.8",",,W","2.0",",,X,2400","6.7",",,X","-0.6",",,X","  330",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-25","5.9",",,W","0.0",",,X,2400","5.0",",,X","-1.7",",,X","  320",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-26","6.7",",,W","0.0",",,X,2400","3.9",",,X","-2.8",",,X","  320",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-27","6.0",",,W","0.0",",,X,2400","6.7",",,X","-2.2",",,X","  310",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-28","8.1",",,W","0.0",",,X,2400","7.2",",,X","-2.8",",,X","  320",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-29","6.8",",,W","0.0",",,X,2400","8.9",",,X","0.0",",,X","  300",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-30","4.1",",,W","0.0","T,,X,2400","11.1",",,X","3.3",",,X","  170",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-03-31","5.9",",,W","1.5",",,X,2400","5.6",",,X","2.8",",,X","   50",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-01","5.3",",,W","3.8",",,X,2400","6.7",",,X","2.2",",,X","  290",",,X","    1",",,W",,,,,"    1",",,X",,,,,"    1",",,W",,,,,,,,,"    1",",,X",,,"    1",",,X",,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-02","6.7",",,W","0.0",",,X,2400","11.7",",,X","3.9",",,X","  300",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-03","6.0",",,W","0.0","T,,X,2400","13.3",",,X","5.6",",,X","  320",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-04","4.0",",,W","1.0",",,X,2400","16.1",",,X","6.7",",,X","  170",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-05","7.1",",,W","2.5",",,X,2400","17.8",",,X","5.0",",,X","  310",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-06","5.4",",,W","2.5",",,X,2400","12.2",",,X","3.9",",,X","  270",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-07","3.8",",,W","0.3",",,X,2400","10.6",",,X","5.0",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-08","3.0",",,W","0.0",",,X,2400","8.3",",,X","5.0",",,X","  190",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-09","3.2",",,W","0.0",",,X,2400","12.8",",,X","3.3",",,X","  180",",,X","    1",",,X","    1",",,X",,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-10","3.2",",,W","0.0",",,X,2400","12.2",",,X","6.7",",,X","  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2011-04-11","4.4",",,W","0.3",",,X,2400","23.9",",,X","8.3",",,X","  260",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,"    1",",,X",,,,,,,,
